State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Haryana,Haryana_District,2016,Rabi,coffee,9733.43,9272.38
Haryana,Haryana_District,2016,Whole Year,papaya,47301.8,1208041.97
Haryana,Haryana_District,2016,Whole Year,grapes,46815.39,828753.14
Haryana,Haryana_District,2016,Rabi,orange,33911.53,302434.77
Haryana,Haryana_District,2016,Rabi,watermelon,15546.45,256967.75
Haryana,Haryana_District,2016,Whole Year,lentil,44046.67,27893.04
Haryana,Haryana_District,2016,Rabi,pigeonpeas,24678.52,25158.86
Haryana,Haryana_District,2016,Whole Year,mungbean,41108.5,25520.5
Haryana,Haryana_District,2016,Rabi,blackgram,12686.62,2828.77
Haryana,Haryana_District,2016,Kharif,mothbeans,16861.39,6643.6
Haryana,Haryana_District,2016,Kharif,kidneybeans,24628.44,31164.73
Haryana,Haryana_District,2016,Rabi,pomegranate,4197.32,39565.8
Haryana,Haryana_District,2016,Rabi,muskmelon,19511.29,403814.56
Haryana,Haryana_District,2016,Whole Year,apple,46106.75,461036.77
Karnataka,Karnataka_District,2016,Whole Year,rice,42554.21,114487.3
Karnataka,Karnataka_District,2016,Rabi,maize,49591.05,206480.94
Karnataka,Karnataka_District,2016,Whole Year,chickpea,2502.97,3240.15
Karnataka,Karnataka_District,2016,Rabi,cotton,35576.15,16569.55
Karnataka,Karnataka_District,2016,Whole Year,jute,11142.75,24504.68
Karnataka,Karnataka_District,2016,Rabi,banana,14685.21,489001.2
Karnataka,Karnataka_District,2016,Kharif,mango,22059.08,156629.23
Karnataka,Karnataka_District,2016,Rabi,coconut,46109.89,266586.11
Karnataka,Karnataka_District,2016,Whole Year,coffee,34014.42,27432.29
Karnataka,Karnataka_District,2016,Rabi,papaya,9465.93,327256.88
Karnataka,Karnataka_District,2016,Rabi,grapes,42146.56,791280.54
Karnataka,Karnataka_District,2016,Kharif,orange,6411.64,41843.43
Karnataka,Karnataka_District,2016,Whole Year,watermelon,30164.56,597496.46
Karnataka,Karnataka_District,2016,Whole Year,lentil,39639.11,39663.89
Karnataka,Karnataka_District,2016,Rabi,pigeonpeas,46260.8,41771.55
Karnataka,Karnataka_District,2016,Kharif,mungbean,25273.04,16384.14
Karnataka,Karnataka_District,2016,Rabi,blackgram,19624.0,9347.4
Karnataka,Karnataka_District,2016,Kharif,mothbeans,15816.99,8586.51
Karnataka,Karnataka_District,2016,Whole Year,kidneybeans,36034.72,34548.87
Karnataka,Karnataka_District,2016,Rabi,pomegranate,20517.7,185287.82
Karnataka,Karnataka_District,2016,Rabi,muskmelon,44135.01,345780.46
Karnataka,Karnataka_District,2016,Kharif,apple,43382.08,785156.76
Kerala,Kerala_District,2016,Kharif,rice,44092.84,110266.9
Kerala,Kerala_District,2016,Kharif,maize,1151.66,2634.0
Kerala,Kerala_District,2016,Kharif,chickpea,968.27,1026.24
Kerala,Kerala_District,2016,Kharif,cotton,41149.82,25156.28
Kerala,Kerala_District,2016,Kharif,jute,41408.29,108057.51
Kerala,Kerala_District,2016,Whole Year,banana,42658.83,1234960.98
Kerala,Kerala_District,2016,Rabi,mango,35717.04,229160.22
Kerala,Kerala_District,2016,Whole Year,coconut,43302.35,336291.97
Kerala,Kerala_District,2016,Kharif,coffee,18215.1,13124.04
Kerala,Kerala_District,2016,Whole Year,papaya,11953.92,477668.69
Kerala,Kerala_District,2016,Whole Year,grapes,5111.75,102066.15
Kerala,Kerala_District,2016,Whole Year,orange,43711.85,349767.04
Kerala,Kerala_District,2016,Kharif,watermelon,14840.33,359600.44
Kerala,Kerala_District,2016,Rabi,lentil,14968.37,11638.11
Kerala,Kerala_District,2016,Whole Year,pigeonpeas,8293.92,5740.41
Kerala,Kerala_District,2016,Kharif,mungbean,14349.82,10537.15
Kerala,Kerala_District,2016,Whole Year,blackgram,1375.27,657.96
Kerala,Kerala_District,2016,Whole Year,mothbeans,4394.98,2400.53
Kerala,Kerala_District,2016,Rabi,kidneybeans,9746.82,11763.58
Kerala,Kerala_District,2016,Rabi,pomegranate,49435.4,527794.12
Kerala,Kerala_District,2016,Kharif,muskmelon,29702.57,513039.61
Kerala,Kerala_District,2016,Kharif,apple,47808.35,439330.59
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,rice,48865.46,116751.33
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,maize,38820.29,65292.45
Madhya Pradesh,Madhya Pradesh_District,2016,Kharif,chickpea,37657.53,24348.29
Madhya Pradesh,Madhya Pradesh_District,2016,Kharif,cotton,24656.47,14924.52
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,jute,36239.55,90427.67
Madhya Pradesh,Madhya Pradesh_District,2016,Rabi,banana,37678.25,1154299.76
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,mango,19713.96,141970.08
Madhya Pradesh,Madhya Pradesh_District,2016,Kharif,coconut,48633.96,459644.69
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,coffee,33885.46,22550.21
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,papaya,10845.61,422585.25
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,grapes,42218.64,709456.98
Madhya Pradesh,Madhya Pradesh_District,2016,Rabi,orange,43084.59,556603.97
Madhya Pradesh,Madhya Pradesh_District,2016,Kharif,watermelon,290.98,7705.61
Madhya Pradesh,Madhya Pradesh_District,2016,Kharif,lentil,24096.16,22001.71
Madhya Pradesh,Madhya Pradesh_District,2016,Rabi,pigeonpeas,21099.92,12139.09
Madhya Pradesh,Madhya Pradesh_District,2016,Rabi,mungbean,46059.39,24800.91
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,blackgram,32756.63,18715.03
Madhya Pradesh,Madhya Pradesh_District,2016,Rabi,mothbeans,11051.14,4079.15
Madhya Pradesh,Madhya Pradesh_District,2016,Whole Year,kidneybeans,45001.99,37444.24
Madhya Pradesh,Madhya Pradesh_District,2016,Kharif,pomegranate,12217.1,76039.03
Madhya Pradesh,Madhya Pradesh_District,2016,Rabi,muskmelon,21443.27,326891.32
Madhya Pradesh,Madhya Pradesh_District,2016,Kharif,apple,27376.51,324492.77
Maharashtra,Maharashtra_District,2016,Kharif,rice,27215.89,74359.44
Maharashtra,Maharashtra_District,2016,Whole Year,maize,14014.11,41620.98
Maharashtra,Maharashtra_District,2016,Kharif,chickpea,14678.13,18596.5
Maharashtra,Maharashtra_District,2016,Rabi,cotton,13921.35,6955.1
Maharashtra,Maharashtra_District,2016,Whole Year,jute,28972.3,81631.42
Maharashtra,Maharashtra_District,2016,Whole Year,banana,43041.12,1364824.54
Maharashtra,Maharashtra_District,2016,Whole Year,mango,20494.23,161184.54
Maharashtra,Maharashtra_District,2016,Rabi,coconut,21466.88,223440.72
Maharashtra,Maharashtra_District,2016,Whole Year,coffee,28573.52,25204.02
Maharashtra,Maharashtra_District,2016,Whole Year,papaya,9084.62,306658.91
Maharashtra,Maharashtra_District,2016,Whole Year,grapes,37136.24,663303.13
Maharashtra,Maharashtra_District,2016,Kharif,orange,39745.77,336403.52
Maharashtra,Maharashtra_District,2016,Kharif,watermelon,42383.7,1512644.03
Maharashtra,Maharashtra_District,2016,Kharif,lentil,17505.13,13653.36
Maharashtra,Maharashtra_District,2016,Rabi,pigeonpeas,40181.16,26590.28
Maharashtra,Maharashtra_District,2016,Kharif,mungbean,38257.74,25109.99
Maharashtra,Maharashtra_District,2016,Kharif,blackgram,22681.05,13085.26
Maharashtra,Maharashtra_District,2016,Kharif,mothbeans,45781.09,18490.58
Maharashtra,Maharashtra_District,2016,Whole Year,kidneybeans,3038.2,3377.51
Maharashtra,Maharashtra_District,2016,Kharif,pomegranate,12515.02,78583.65
Maharashtra,Maharashtra_District,2016,Whole Year,muskmelon,32067.04,513064.62
Maharashtra,Maharashtra_District,2016,Kharif,apple,44663.06,625944.88
Punjab,Punjab_District,2016,Whole Year,rice,36802.75,104478.12
Punjab,Punjab_District,2016,Rabi,maize,44380.7,125915.53
Punjab,Punjab_District,2016,Rabi,chickpea,11501.0,9427.58
Punjab,Punjab_District,2016,Kharif,cotton,8420.54,4036.51
Punjab,Punjab_District,2016,Kharif,jute,3576.91,4875.82
Punjab,Punjab_District,2016,Rabi,banana,28776.22,785450.77
Punjab,Punjab_District,2016,Whole Year,mango,47047.58,414853.39
Punjab,Punjab_District,2016,Whole Year,coconut,47854.0,456493.18
Punjab,Punjab_District,2016,Rabi,coffee,32430.46,37990.81
Punjab,Punjab_District,2016,Whole Year,papaya,24805.54,873470.42
Punjab,Punjab_District,2016,Whole Year,grapes,47255.91,777180.84
Punjab,Punjab_District,2016,Rabi,orange,30396.07,461978.83
Punjab,Punjab_District,2016,Kharif,watermelon,49112.61,1303010.24
Punjab,Punjab_District,2016,Rabi,lentil,12833.2,9343.47
Punjab,Punjab_District,2016,Whole Year,pigeonpeas,4518.69,2701.62
Punjab,Punjab_District,2016,Rabi,mungbean,34460.27,21943.95
Punjab,Punjab_District,2016,Whole Year,blackgram,47108.6,27201.95
Punjab,Punjab_District,2016,Rabi,mothbeans,5506.07,1569.02
Punjab,Punjab_District,2016,Rabi,kidneybeans,2199.18,2107.25
Punjab,Punjab_District,2016,Rabi,pomegranate,39831.82,195246.64
Punjab,Punjab_District,2016,Kharif,muskmelon,49716.03,717881.59
Punjab,Punjab_District,2016,Kharif,apple,37420.97,535960.86
Rajasthan,Rajasthan_District,2016,Rabi,rice,2860.44,6952.13
Rajasthan,Rajasthan_District,2016,Rabi,maize,38653.54,127974.09
Rajasthan,Rajasthan_District,2016,Whole Year,chickpea,37767.67,55976.42
Rajasthan,Rajasthan_District,2016,Rabi,cotton,35746.45,21829.42
Rajasthan,Rajasthan_District,2016,Whole Year,jute,7453.41,20898.43
Rajasthan,Rajasthan_District,2016,Rabi,banana,30445.54,913290.89
Rajasthan,Rajasthan_District,2016,Rabi,mango,30594.3,235283.61
Rajasthan,Rajasthan_District,2016,Whole Year,coconut,16333.25,131787.75
Rajasthan,Rajasthan_District,2016,Rabi,coffee,48275.57,45849.89
Rajasthan,Rajasthan_District,2016,Rabi,papaya,45609.42,1774153.61
Rajasthan,Rajasthan_District,2016,Whole Year,grapes,17106.51,351522.88
Rajasthan,Rajasthan_District,2016,Whole Year,orange,21554.03,298349.52
Rajasthan,Rajasthan_District,2016,Whole Year,watermelon,15367.2,247650.95
Rajasthan,Rajasthan_District,2016,Kharif,lentil,27425.51,21526.07
Rajasthan,Rajasthan_District,2016,Kharif,pigeonpeas,31311.97,29407.45
Rajasthan,Rajasthan_District,2016,Kharif,mungbean,48594.09,31491.22
Rajasthan,Rajasthan_District,2016,Whole Year,blackgram,36237.28,31221.27
Rajasthan,Rajasthan_District,2016,Kharif,mothbeans,36826.57,10807.45
Rajasthan,Rajasthan_District,2016,Whole Year,kidneybeans,7681.89,11079.66
Rajasthan,Rajasthan_District,2016,Rabi,pomegranate,2244.47,22547.8
Rajasthan,Rajasthan_District,2016,Kharif,muskmelon,6066.79,88432.87
Rajasthan,Rajasthan_District,2016,Whole Year,apple,47430.39,525900.01
Tamil Nadu,Tamil Nadu_District,2016,Rabi,rice,42683.94,116311.66
Tamil Nadu,Tamil Nadu_District,2016,Rabi,maize,3998.22,6633.54
Tamil Nadu,Tamil Nadu_District,2016,Kharif,chickpea,18371.54,31464.79
Tamil Nadu,Tamil Nadu_District,2016,Rabi,cotton,14688.83,3641.6
Tamil Nadu,Tamil Nadu_District,2016,Rabi,jute,36443.16,75652.69
Tamil Nadu,Tamil Nadu_District,2016,Kharif,banana,19063.27,519269.68
Tamil Nadu,Tamil Nadu_District,2016,Kharif,mango,46789.76,504804.22
Tamil Nadu,Tamil Nadu_District,2016,Kharif,coconut,12096.76,70869.12
Tamil Nadu,Tamil Nadu_District,2016,Kharif,coffee,9422.02,5517.34
Tamil Nadu,Tamil Nadu_District,2016,Whole Year,papaya,9370.43,352902.1
Tamil Nadu,Tamil Nadu_District,2016,Rabi,grapes,17832.45,292074.11
Tamil Nadu,Tamil Nadu_District,2016,Kharif,orange,45723.01,447111.0
Tamil Nadu,Tamil Nadu_District,2016,Kharif,watermelon,25547.55,560032.7
Tamil Nadu,Tamil Nadu_District,2016,Whole Year,lentil,36681.95,28653.29
Tamil Nadu,Tamil Nadu_District,2016,Rabi,pigeonpeas,31148.0,21639.99
Tamil Nadu,Tamil Nadu_District,2016,Kharif,mungbean,40427.32,21113.05
Tamil Nadu,Tamil Nadu_District,2016,Rabi,blackgram,27166.52,20761.68
Tamil Nadu,Tamil Nadu_District,2016,Kharif,mothbeans,37264.74,15204.89
Tamil Nadu,Tamil Nadu_District,2016,Whole Year,kidneybeans,1296.07,1840.74
Tamil Nadu,Tamil Nadu_District,2016,Kharif,pomegranate,42321.59,384406.39
Tamil Nadu,Tamil Nadu_District,2016,Rabi,muskmelon,49454.02,682243.49
Tamil Nadu,Tamil Nadu_District,2016,Kharif,apple,5551.66,48529.42
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,rice,30466.62,80378.42
Uttar Pradesh,Uttar Pradesh_District,2016,Rabi,maize,43962.79,98452.19
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,chickpea,6586.31,4571.22
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,cotton,43288.12,20607.5
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,jute,17511.46,35410.25
Uttar Pradesh,Uttar Pradesh_District,2016,Kharif,banana,719.2,22834.49
Uttar Pradesh,Uttar Pradesh_District,2016,Kharif,mango,6571.19,48110.88
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,coconut,17116.94,110859.83
Uttar Pradesh,Uttar Pradesh_District,2016,Rabi,coffee,45817.84,26339.11
Uttar Pradesh,Uttar Pradesh_District,2016,Rabi,papaya,27326.9,1102219.81
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,grapes,15668.53,210567.95
Uttar Pradesh,Uttar Pradesh_District,2016,Rabi,orange,43718.67,526583.3
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,watermelon,35749.9,876389.68
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,lentil,30818.41,16407.06
Uttar Pradesh,Uttar Pradesh_District,2016,Rabi,pigeonpeas,31838.24,27543.6
Uttar Pradesh,Uttar Pradesh_District,2016,Kharif,mungbean,44582.14,24944.25
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,blackgram,27969.04,18395.09
Uttar Pradesh,Uttar Pradesh_District,2016,Whole Year,mothbeans,10896.78,5365.22
Uttar Pradesh,Uttar Pradesh_District,2016,Rabi,kidneybeans,923.32,609.45
Uttar Pradesh,Uttar Pradesh_District,2016,Kharif,pomegranate,36769.93,324541.12
Uttar Pradesh,Uttar Pradesh_District,2016,Rabi,muskmelon,49819.36,843157.19
Uttar Pradesh,Uttar Pradesh_District,2016,Rabi,apple,49973.76,538557.28
West Bengal,West Bengal_District,2016,Rabi,rice,15574.66,44922.61
West Bengal,West Bengal_District,2016,Whole Year,maize,6285.09,17715.55
West Bengal,West Bengal_District,2016,Kharif,chickpea,31632.28,21510.46
West Bengal,West Bengal_District,2016,Whole Year,cotton,33813.13,16520.38
West Bengal,West Bengal_District,2016,Rabi,jute,41911.62,89111.09
West Bengal,West Bengal_District,2016,Whole Year,banana,24132.58,808452.85
West Bengal,West Bengal_District,2016,Rabi,mango,21259.68,76124.07
West Bengal,West Bengal_District,2016,Rabi,coconut,41492.74,252126.03
West Bengal,West Bengal_District,2016,Whole Year,coffee,12350.38,12007.91
West Bengal,West Bengal_District,2016,Kharif,papaya,38262.74,1248798.99
West Bengal,West Bengal_District,2016,Whole Year,grapes,36543.73,581840.21
West Bengal,West Bengal_District,2016,Whole Year,orange,19643.4,191158.84
West Bengal,West Bengal_District,2016,Rabi,watermelon,18372.35,532976.92
West Bengal,West Bengal_District,2016,Kharif,lentil,47039.81,45701.11
West Bengal,West Bengal_District,2016,Kharif,pigeonpeas,33863.23,28791.02
West Bengal,West Bengal_District,2016,Rabi,mungbean,27833.23,12195.56
West Bengal,West Bengal_District,2016,Rabi,blackgram,36945.59,14138.83
West Bengal,West Bengal_District,2016,Whole Year,mothbeans,38654.88,7660.0
West Bengal,West Bengal_District,2016,Whole Year,kidneybeans,26464.28,30333.69
West Bengal,West Bengal_District,2016,Whole Year,pomegranate,41875.79,348374.27
West Bengal,West Bengal_District,2016,Whole Year,muskmelon,12574.78,225593.87
West Bengal,West Bengal_District,2016,Kharif,apple,10276.43,104499.87
Andhra Pradesh,Andhra Pradesh_District,2017,Rabi,rice,6901.53,23770.96
Andhra Pradesh,Andhra Pradesh_District,2017,Whole Year,maize,42036.49,116976.75
Andhra Pradesh,Andhra Pradesh_District,2017,Rabi,chickpea,44048.38,43769.47
Andhra Pradesh,Andhra Pradesh_District,2017,Whole Year,cotton,12091.8,4089.52
Andhra Pradesh,Andhra Pradesh_District,2017,Whole Year,jute,2986.03,6698.06
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,banana,47878.29,1679081.59
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,mango,47572.97,387544.76
Andhra Pradesh,Andhra Pradesh_District,2017,Rabi,coconut,19419.09,199204.36
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,coffee,23423.53,14488.1
Andhra Pradesh,Andhra Pradesh_District,2017,Rabi,papaya,911.79,35293.87
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,grapes,20789.81,495542.17
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,orange,27087.83,151413.91
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,watermelon,8261.13,196441.52
Andhra Pradesh,Andhra Pradesh_District,2017,Rabi,lentil,9870.76,9136.03
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,pigeonpeas,15703.73,14607.06
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,mungbean,40038.83,24855.11
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,blackgram,32036.4,21882.98
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,mothbeans,45538.43,8381.61
Andhra Pradesh,Andhra Pradesh_District,2017,Whole Year,kidneybeans,35345.54,36650.13
Andhra Pradesh,Andhra Pradesh_District,2017,Whole Year,pomegranate,29333.66,186398.59
Andhra Pradesh,Andhra Pradesh_District,2017,Whole Year,muskmelon,20400.24,320288.31
Andhra Pradesh,Andhra Pradesh_District,2017,Kharif,apple,16874.76,118193.47
Bihar,Bihar_District,2017,Rabi,rice,26523.91,73151.57
Bihar,Bihar_District,2017,Rabi,maize,33630.05,67616.9
Bihar,Bihar_District,2017,Whole Year,chickpea,44952.5,39783.82
Bihar,Bihar_District,2017,Rabi,cotton,42477.5,28721.45
Bihar,Bihar_District,2017,Rabi,jute,5846.05,17695.98
Bihar,Bihar_District,2017,Whole Year,banana,39034.58,1157862.96
Bihar,Bihar_District,2017,Whole Year,mango,21233.27,139397.32
Bihar,Bihar_District,2017,Rabi,coconut,43355.97,325896.32
Bihar,Bihar_District,2017,Rabi,coffee,3209.34,2615.96
Bihar,Bihar_District,2017,Whole Year,papaya,44867.66,2178440.02
Bihar,Bihar_District,2017,Rabi,grapes,35011.42,797218.25
Bihar,Bihar_District,2017,Rabi,orange,47215.74,493638.76
Bihar,Bihar_District,2017,Whole Year,watermelon,14788.57,262390.93
Bihar,Bihar_District,2017,Kharif,lentil,10408.51,6957.52
Bihar,Bihar_District,2017,Whole Year,pigeonpeas,3312.97,3204.44
Bihar,Bihar_District,2017,Whole Year,mungbean,40817.91,25395.43
Bihar,Bihar_District,2017,Kharif,blackgram,11024.68,6311.63
Bihar,Bihar_District,2017,Kharif,mothbeans,26206.6,11673.16
Bihar,Bihar_District,2017,Kharif,kidneybeans,43134.05,74343.49
Bihar,Bihar_District,2017,Kharif,pomegranate,8552.15,70984.03
Bihar,Bihar_District,2017,Whole Year,muskmelon,30627.88,483859.11
Bihar,Bihar_District,2017,Whole Year,apple,11058.85,109014.75
Gujarat,Gujarat_District,2017,Whole Year,rice,33818.37,57626.73
Gujarat,Gujarat_District,2017,Kharif,maize,26537.81,66816.44
Gujarat,Gujarat_District,2017,Kharif,chickpea,48723.69,56722.93
Gujarat,Gujarat_District,2017,Rabi,cotton,39562.87,15522.7
Gujarat,Gujarat_District,2017,Rabi,jute,37134.77,70662.44
Gujarat,Gujarat_District,2017,Kharif,banana,3576.23,123912.18
Gujarat,Gujarat_District,2017,Whole Year,mango,14799.51,97725.06
Gujarat,Gujarat_District,2017,Rabi,coconut,37117.04,273239.3
Gujarat,Gujarat_District,2017,Whole Year,coffee,25380.12,21625.77
Gujarat,Gujarat_District,2017,Whole Year,papaya,16053.5,509149.02
Gujarat,Gujarat_District,2017,Rabi,grapes,8270.6,80303.32
Gujarat,Gujarat_District,2017,Kharif,orange,36646.47,414070.92
Gujarat,Gujarat_District,2017,Whole Year,watermelon,43472.39,1089728.15
Gujarat,Gujarat_District,2017,Kharif,lentil,42474.99,23476.77
Gujarat,Gujarat_District,2017,Rabi,pigeonpeas,13668.68,10536.73
Gujarat,Gujarat_District,2017,Rabi,mungbean,42808.26,25525.28
Gujarat,Gujarat_District,2017,Rabi,blackgram,28438.9,16561.95
Gujarat,Gujarat_District,2017,Whole Year,mothbeans,11841.08,3888.03
Gujarat,Gujarat_District,2017,Kharif,kidneybeans,32107.39,29619.58
Gujarat,Gujarat_District,2017,Whole Year,pomegranate,8175.28,83103.89
Gujarat,Gujarat_District,2017,Rabi,muskmelon,49057.62,788257.35
Gujarat,Gujarat_District,2017,Kharif,apple,2484.27,26379.81
Haryana,Haryana_District,2017,Rabi,rice,15478.35,30778.2
Haryana,Haryana_District,2017,Rabi,maize,30133.91,48291.66
Haryana,Haryana_District,2017,Rabi,chickpea,21257.63,18221.32
Haryana,Haryana_District,2017,Kharif,cotton,35639.49,29228.04
Haryana,Haryana_District,2017,Kharif,jute,21416.1,52473.13
Haryana,Haryana_District,2017,Whole Year,banana,47389.88,1914442.02
Haryana,Haryana_District,2017,Kharif,mango,40483.59,216119.84
Haryana,Haryana_District,2017,Rabi,coconut,40726.56,311830.54
Haryana,Haryana_District,2017,Rabi,coffee,12284.25,8546.63
Haryana,Haryana_District,2017,Rabi,papaya,10255.76,479765.95
Haryana,Haryana_District,2017,Whole Year,grapes,36340.85,996488.84
Haryana,Haryana_District,2017,Whole Year,orange,17579.76,195194.47
Haryana,Haryana_District,2017,Rabi,watermelon,24112.64,440715.22
Haryana,Haryana_District,2017,Kharif,lentil,24762.1,28702.03
Haryana,Haryana_District,2017,Whole Year,pigeonpeas,24001.37,26758.29
Haryana,Haryana_District,2017,Whole Year,mungbean,12080.74,6367.67
Haryana,Haryana_District,2017,Rabi,blackgram,38901.75,11693.3
Haryana,Haryana_District,2017,Rabi,mothbeans,48794.13,22011.95
Haryana,Haryana_District,2017,Rabi,kidneybeans,35946.62,37585.15
Haryana,Haryana_District,2017,Kharif,pomegranate,14645.73,149067.96
Haryana,Haryana_District,2017,Whole Year,muskmelon,46134.63,791676.69
Haryana,Haryana_District,2017,Rabi,apple,29769.59,321253.16
Karnataka,Karnataka_District,2017,Kharif,rice,18945.51,45198.48
Karnataka,Karnataka_District,2017,Kharif,maize,277.05,978.5
Karnataka,Karnataka_District,2017,Rabi,chickpea,33836.0,45356.6
Karnataka,Karnataka_District,2017,Rabi,cotton,45115.51,33045.23
Karnataka,Karnataka_District,2017,Whole Year,jute,13965.21,36505.42
Karnataka,Karnataka_District,2017,Kharif,banana,37902.8,1203455.13
Karnataka,Karnataka_District,2017,Whole Year,mango,39209.03,226446.85
Karnataka,Karnataka_District,2017,Kharif,coconut,33195.49,239577.7
Karnataka,Karnataka_District,2017,Whole Year,coffee,13865.33,3712.4
Karnataka,Karnataka_District,2017,Kharif,papaya,20713.14,872557.78
Karnataka,Karnataka_District,2017,Kharif,grapes,5310.47,115851.18
Karnataka,Karnataka_District,2017,Rabi,orange,15779.95,204901.9
Karnataka,Karnataka_District,2017,Whole Year,watermelon,20160.34,535157.84
Karnataka,Karnataka_District,2017,Whole Year,lentil,20019.15,17154.2
Karnataka,Karnataka_District,2017,Rabi,pigeonpeas,30699.28,18607.8
Karnataka,Karnataka_District,2017,Kharif,mungbean,3781.42,2675.03
Karnataka,Karnataka_District,2017,Whole Year,blackgram,19837.84,10126.36
Karnataka,Karnataka_District,2017,Rabi,mothbeans,10866.51,4799.75
Karnataka,Karnataka_District,2017,Rabi,kidneybeans,16585.04,7219.44
Karnataka,Karnataka_District,2017,Rabi,pomegranate,31391.66,301252.44
Karnataka,Karnataka_District,2017,Kharif,muskmelon,39629.21,656203.1
Karnataka,Karnataka_District,2017,Kharif,apple,22550.6,313075.26
Kerala,Kerala_District,2017,Whole Year,rice,36609.35,112390.47
Kerala,Kerala_District,2017,Rabi,maize,25330.54,58705.36
Kerala,Kerala_District,2017,Kharif,chickpea,19711.61,26161.32
Kerala,Kerala_District,2017,Whole Year,cotton,25219.27,15226.43
Kerala,Kerala_District,2017,Whole Year,jute,25389.01,67268.08
Kerala,Kerala_District,2017,Rabi,banana,10265.92,237351.44
Kerala,Kerala_District,2017,Kharif,mango,26654.64,171591.12
Kerala,Kerala_District,2017,Whole Year,coconut,8409.43,69097.06
Kerala,Kerala_District,2017,Whole Year,coffee,45955.02,48671.37
Kerala,Kerala_District,2017,Kharif,papaya,41952.05,2029067.71
Kerala,Kerala_District,2017,Kharif,grapes,13005.42,177762.55
Kerala,Kerala_District,2017,Whole Year,orange,15292.0,147260.3
Kerala,Kerala_District,2017,Kharif,watermelon,2523.4,60553.97
Kerala,Kerala_District,2017,Whole Year,lentil,42770.96,29227.37
Kerala,Kerala_District,2017,Whole Year,pigeonpeas,49429.03,42081.88
Kerala,Kerala_District,2017,Kharif,mungbean,18693.03,9537.39
Kerala,Kerala_District,2017,Kharif,blackgram,23031.88,14088.09
Kerala,Kerala_District,2017,Whole Year,mothbeans,29332.74,14306.2
Kerala,Kerala_District,2017,Kharif,kidneybeans,12218.48,11885.98
Kerala,Kerala_District,2017,Kharif,pomegranate,41114.95,278873.47
Kerala,Kerala_District,2017,Rabi,muskmelon,30694.59,306580.47
Kerala,Kerala_District,2017,Whole Year,apple,10240.63,119197.93
Madhya Pradesh,Madhya Pradesh_District,2017,Rabi,rice,48903.26,131609.77
Madhya Pradesh,Madhya Pradesh_District,2017,Kharif,maize,4158.18,13574.34
Madhya Pradesh,Madhya Pradesh_District,2017,Rabi,chickpea,48638.45,55021.23
Madhya Pradesh,Madhya Pradesh_District,2017,Rabi,cotton,32520.69,14529.34
Madhya Pradesh,Madhya Pradesh_District,2017,Whole Year,jute,42288.72,108713.78
Madhya Pradesh,Madhya Pradesh_District,2017,Rabi,banana,7363.89,247680.19
Madhya Pradesh,Madhya Pradesh_District,2017,Whole Year,mango,36645.54,277117.12
Madhya Pradesh,Madhya Pradesh_District,2017,Rabi,coconut,32484.05,266768.18
Madhya Pradesh,Madhya Pradesh_District,2017,Kharif,coffee,1461.0,1587.6
Madhya Pradesh,Madhya Pradesh_District,2017,Whole Year,papaya,38033.73,1920012.38
Madhya Pradesh,Madhya Pradesh_District,2017,Rabi,grapes,21616.24,400514.33
Madhya Pradesh,Madhya Pradesh_District,2017,Kharif,orange,12939.37,152023.03
Madhya Pradesh,Madhya Pradesh_District,2017,Whole Year,watermelon,26489.06,595529.01
Madhya Pradesh,Madhya Pradesh_District,2017,Whole Year,lentil,16175.09,16278.87
Madhya Pradesh,Madhya Pradesh_District,2017,Rabi,pigeonpeas,31847.52,25587.81
Madhya Pradesh,Madhya Pradesh_District,2017,Kharif,mungbean,40023.19,23014.52
Madhya Pradesh,Madhya Pradesh_District,2017,Rabi,blackgram,6983.62,2800.5
